"Category","ServerName","TaskPath","TaskName","State","RunAs","Actions","LastRunTime","LastResult","NextRunTime","Author","Description"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\RecoveryEnvironment\","VerifyWinRE","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Validates the Windows Recovery Environment."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Registry\","RegIdleBackup","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Registry Idle Backup Task"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Server Manager\","CleanupOldPerfLogs","Ready","SYSTEM","%systemroot%\system32\cscript.exe","11/30/1999 6:00:00 PM","267011",,"The major version number of the operating system.",
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Server Manager\","ServerManager","Ready",,"%windir%\system32\ServerManagerLauncher.exe","8/17/2026 8:34:34 PM","0",,"Microsoft Corporation","Task for launching Initial Configuration Tasks or Server Manager at logon."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Servicing\","StartComponentCleanup","Ready","SYSTEM","CimInstance","8/14/2026 3:17:17 PM","0",,,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\SettingSync\","BackgroundUploadTask","Ready",,"CimInstance","8/11/2026 9:21:21 PM","0",,,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\SettingSync\","BackupTask","Ready",,"CimInstance","8/11/2026 9:21:21 PM","0",,,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\SettingSync\","NetworkStateChangeTask","Ready",,"CimInstance","8/17/2026 8:34:34 PM","0",,,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Shell\","CreateObjectTask","Ready","SYSTEM","CimInstance","8/14/2026 11:24:24 AM","0",,"Microsoft Corporation","Provides support for shell components that access system data"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Shell\","IndexerAutomaticMaintenance","Ready","LOCAL SERVICE","CimInstance","8/14/2026 3:17:17 PM","1",,"Microsoft Corporation","Keeps the search index up to date"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Software Inventory Logging\","Collection","Disabled","SYSTEM","%systemroot%\system32\cmd.exe","11/30/1999 6:00:00 PM","267011","8/17/2026 10:21:21 PM",,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Software Inventory Logging\","Configuration","Ready","SYSTEM","%systemroot%\system32\cmd.exe","8/14/2026 3:08:08 PM","0",,,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\SoftwareProtectionPlatform\","SvcRestartTask","Ready","NETWORK SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011","8/18/2026 8:37:37 PM","Microsoft Corporation","This task restarts the Software Protection Platform service at the specified time"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\SoftwareProtectionPlatform\","SvcRestartTaskLogon","Disabled",,"CimInstance","8/6/2026 3:40:40 PM","0",,"Microsoft Corporation","This task restarts the Software Protection Platform service when user logon occurs"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\SoftwareProtectionPlatform\","SvcRestartTaskNetwork","Disabled","NETWORK SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task restarts the Software Protection Platform service when a new network is detected"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\SpacePort\","SpaceAgentTask","Ready","SYSTEM","%windir%\system32\SpaceAgent.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Storage Spaces Settings"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\SpacePort\","SpaceManagerTask","Ready","SYSTEM","%windir%\system32\spaceman.exe","11/30/1999 6:00:00 PM","267011",,"$(@%SystemRoot%\system32\spaceman.exe,-2)","$(@%SystemRoot%\system32\spaceman.exe,-3)"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Speech\","SpeechModelDownloadTask","Ready","NETWORK SERVICE","%windir%\system32\speech_onecore\common\SpeechModelDownload.exe","8/17/2026 5:00:00 PM","0","8/18/2026 5:00:00 PM",,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Storage Tiers Management\","Storage Tiers Management Initialization","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Initializes the Storage Tiers Management service when the first tiered storage space is detected on the system. Do not remove or modify this task."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Storage Tiers Management\","Storage Tiers Optimization","Disabled","SYSTEM","%windir%\system32\defrag.exe","11/30/1999 6:00:00 PM","267011","8/17/2026 10:00:00 PM","Microsoft Corporation","Optimizes the placement of data in storage tiers on all tiered storage spaces in the system."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Task Manager\","Interactive","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Runs a task as the interactive user."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\TextServicesFramework\","MsCtfMonitor","Running",,"CimInstance","8/17/2026 8:34:34 PM","267009",,,"TextServicesFramework monitor task"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Time Synchronization\","ForceSynchronizeTime","Ready","LOCAL SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task performs time synchronization."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Time Zone\","SynchronizeTimeZone","Ready","SYSTEM","%windir%\system32\tzsync.exe","8/14/2026 3:17:17 PM","0",,"Microsoft Corporation","Updates timezone information. If this task is stopped, local time may not be accurate for some time zones."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\TPM\","Tpm-HASCertRetr","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task requests a Health Attestation Certificate."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\TPM\","Tpm-Maintenance","Ready","SYSTEM","CimInstance","8/14/2026 3:07:07 PM","0",,"Microsoft Corporation","This task supports the Trusted Platform Module (TPM) by performing background actions on behalf of the OS."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\UpdateOrchestrator\","Maintenance Install","Disabled","SYSTEM","%systemroot%\system32\usoclient.exe","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\UpdateOrchestrator\","MusUx_UpdateInterval","Ready","SYSTEM","%systemroot%\system32\MusNotification.exe","8/15/2026 1:21:21 PM","0","8/18/2026 11:34:34 PM",,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\UpdateOrchestrator\","Policy Install","Disabled","SYSTEM","%systemroot%\system32\usoclient.exe","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\UpdateOrchestrator\","Reboot","Ready","SYSTEM","%systemroot%\system32\MusNotification.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task triggers a system reboot following update installation."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\UpdateOrchestrator\","Refresh Settings","Ready","SYSTEM","%systemroot%\system32\usoclient.exe","8/17/2026 7:20:20 PM","0","8/18/2026 6:34:34 PM","Microsoft Corporation","This task downloads settings for Windows Updates."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\UpdateOrchestrator\","Resume On Boot","Disabled","SYSTEM","%systemroot%\system32\usoclient.exe","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\UpdateOrchestrator\","Schedule Scan","Ready","SYSTEM","%systemroot%\system32\usoclient.exe","8/17/2026 2:22:22 PM","0","8/18/2026 1:49:49 PM","Microsoft Corporation","This task performs a scheduled Windows Update scan."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\UpdateOrchestrator\","USO_UxBroker_Display","Ready","SYSTEM","%systemroot%\system32\MusNotification.exe","8/17/2026 8:34:34 PM","0",,,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\UpdateOrchestrator\","USO_UxBroker_ReadyToReboot","Ready","SYSTEM","%systemroot%\system32\MusNotification.exe","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\UPnP\","UPnPHostConfig","Ready","SYSTEM","sc.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft","Set UPnPHost service to Auto-Start"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\User Profile Service\","HiveUploadTask","Disabled","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011","8/18/2026 5:58:58 AM","Microsoft Corporation","This task will automatically upload a roaming user profile's registry hive to its network location."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\WDI\","ResolutionHost","Ready",,"CimInstance","8/10/2026 10:22:22 PM","1073807364",,"Microsoft Corporation","The Windows Diagnostic Infrastructure Resolution host enables interactive resolutions for system problems detected by the Diagnostic Policy Service. It is triggered when necessary by the Diagnostic Policy Service in the appropriate user session. If the Diagnostic Policy Service is not running, the task will not run"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Windows Defender\","Windows Defender Cache Maintenance","Ready","SYSTEM","%ProgramFiles%\Windows Defender\MpCmdRun.exe","8/14/2026 3:17:17 PM","0",,,"Periodic maintenance task."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Windows Defender\","Windows Defender Cleanup","Ready","SYSTEM","%ProgramFiles%\Windows Defender\MpCmdRun.exe","8/14/2026 3:17:17 PM","0",,,"Periodic cleanup task."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Windows Defender\","Windows Defender Scheduled Scan","Ready","SYSTEM","%ProgramFiles%\Windows Defender\MpCmdRun.exe","8/14/2026 3:17:17 PM","0",,,"Periodic scan task."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Windows Defender\","Windows Defender Verification","Ready","SYSTEM","%ProgramFiles%\Windows Defender\MpCmdRun.exe","8/14/2026 3:17:17 PM","0",,,"Periodic verification task."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Windows Error Reporting\","QueueReporting","Ready","SYSTEM","%windir%\system32\wermgr.exe","8/17/2026 6:02:02 PM","0","8/18/2026 12:42:42 AM","Microsoft Corporation","Windows Error Reporting task to process queued reports."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Windows Filtering Platform\","BfeOnServiceStartTypeChange","Ready","SYSTEM","%windir%\system32\rundll32.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task adjusts the start type for firewall-triggered services when the start type of the Base Filtering Engine (BFE) is disabled."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\WindowsColorSystem\","Calibration Loader","Disabled",,"CimInstance","8/6/2026 3:40:40 PM","0",,"Microsoft Corporation","This task applies color calibration settings."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\WindowsUpdate\","Automatic App Update","Ready",,"CimInstance","8/17/2026 8:39:39 PM","0","8/17/2026 11:34:34 PM","Microsoft Corporation","Automatically updates the user's Windows store applications."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\WindowsUpdate\","Scheduled Start","Ready","SYSTEM","C:\Windows\system32\sc.exe","8/17/2026 3:06:06 PM","0","8/18/2026 3:06:06 PM","Microsoft Corporation.","This task is used to start the Windows Update service when needed to perform scheduled operations such as scans."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\WindowsUpdate\","sih","Ready","SYSTEM","%systemroot%\System32\sihclient.exe","8/17/2026 9:51:51 AM","0","8/18/2026 3:45:45 AM","Microsoft Corporation.","This daily task launches the SIH client (server-initiated healing) to detect and fix system components that are vital to automatic updating of Windows and Microsoft software installed on the machine.  This task can go online, evaluate applicability of healing actions, download necessary payloads to execute the actions, and execute healing actions."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\WindowsUpdate\","sihboot","Ready","SYSTEM","%systemroot%\System32\sihclient.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation.","This boot task launches the SIH client to finish executing healing actions to fix the system components vital to automatic updating of Windows and Microsoft software installed on the machine.  It is enabled only when the daily SIH client task fails to complete execution of applicable healing actions.  This boot task never goes online and does not evaluate applicability of healing actions."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Wininet\","CacheTask","Running",,"CimInstance","8/17/2026 8:34:34 PM","267009",,"Microsoft","Wininet Cache Task"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\Windows\Workplace Join\","Automatic-Device-Join","Disabled","SYSTEM","%SystemRoot%\System32\dsregcmd.exe","11/30/1999 6:00:00 PM","267011",,,"Register this computer if the computer is already joined to an Active Directory domain."
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\XblGameSave\","XblGameSaveTask","Ready","SYSTEM","%windir%\System32\XblGameSaveTask.exe","8/14/2026 3:17:17 PM","0",,"Microsoft","XblGameSave Standby Task"
"ScheduledTask","WIN-DEMO-APP01","\Microsoft\XblGameSave\","XblGameSaveTaskLogon","Ready","SYSTEM","%windir%\System32\XblGameSaveTask.exe","8/17/2026 8:34:34 PM","0",,"Microsoft","XblGameSave Logon Task"
